transaction_id,timestamp,user_id,amount,currency,device_id,ip_address,payment_instrument_id,shipping_address_id,billing_address_id,product_category,is_promo_used,order_status,is_abuse_ring,ring_id,ring_type,user_population_type
tx_0014942,2026-01-08 14:00:19,usr_02472,51.88,INR,dev_002733,100.12.44.117,pmt_002831,addr_002687,addr_002687,electronics,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0008839,2026-01-08 14:01:13,usr_01453,40.11,INR,dev_001614,100.7.35.78,pmt_001650,addr_001578,addr_001578,electronics,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0008274,2026-01-08 14:04:15,usr_01360,17.05,INR,dev_001515,100.6.178.215,pmt_001549,addr_001474,addr_001474,digital_goods,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0005894,2026-01-08 14:04:40,usr_00970,88.37,INR,dev_001078,100.4.193.218,pmt_001102,addr_001047,addr_001047,apparel,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0003241,2026-01-08 14:05:59,usr_00535,16.91,INR,dev_000594,100.2.150.163,pmt_000602,addr_000580,addr_000580,groceries,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0003914,2026-01-08 14:32:25,usr_00648,53.36,INR,dev_000719,100.3.36.55,pmt_000729,addr_000703,addr_000703,groceries,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0007798,2026-01-08 14:42:28,usr_01282,34.35,INR,dev_001429,100.6.81.118,pmt_001465,addr_001391,addr_001392,groceries,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0010764,2026-01-08 14:43:34,usr_01767,154.55,INR,dev_001963,100.8.177.226,pmt_002014,addr_001915,addr_001915,apparel,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0007007,2026-01-08 14:48:19,usr_01150,39.96,INR,dev_001281,100.5.166.197,pmt_001312,addr_001247,addr_001247,apparel,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0010508,2026-01-08 14:52:59,usr_01728,52.5,INR,dev_001918,100.8.127.176,pmt_001969,addr_001873,addr_001873,digital_goods,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0011185,2026-01-08 15:02:09,usr_01834,125.18,INR,dev_002034,100.8.255.54,pmt_002093,addr_001988,addr_001988,electronics,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0016673,2026-01-08 15:07:53,usr_02769,98.73,INR,dev_003060,100.13.165.244,pmt_003166,addr_003006,addr_003006,digital_goods,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0012263,2026-01-08 15:10:11,usr_02026,45.6,INR,dev_002240,100.9.233.38,pmt_002313,addr_002194,addr_002195,apparel,1,completed,0,,NONE,BENIGN_ISOLATED
tx_0021146,2026-01-08 15:13:54,usr_03501,83.44,INR,dev_003860,100.17.44.147,pmt_004005,addr_003797,addr_003797,apparel,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0018396,2026-01-08 15:21:47,usr_03059,33.64,INR,dev_003374,100.15.13.104,pmt_003499,addr_003320,addr_003320,electronics,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0003400,2026-01-08 15:28:16,usr_00563,40.22,INR,dev_000625,100.2.181.194,pmt_000634,addr_000611,addr_000611,electronics,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0008347,2026-01-08 15:29:56,usr_01372,24.44,INR,dev_001527,100.6.191.228,pmt_001563,addr_001487,addr_001487,groceries,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0006388,2026-01-08 15:35:26,usr_01051,64.38,INR,dev_001170,100.5.36.67,pmt_001197,addr_001134,addr_001134,digital_goods,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0001122,2026-01-08 15:40:25,usr_00182,35.54,INR,dev_000195,100.0.235.236,pmt_000206,addr_000198,addr_000198,apparel,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0006226,2026-01-08 15:42:06,usr_01022,46.96,INR,dev_001136,100.5.1.32,pmt_001165,addr_001103,addr_001103,apparel,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0020362,2026-01-08 15:47:39,usr_03368,42.7,INR,dev_003711,100.16.137.234,pmt_003844,addr_003655,addr_003655,digital_goods,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0003314,2026-01-08 16:05:35,usr_00549,18.91,INR,dev_000609,100.2.165.178,pmt_000618,addr_000595,addr_000595,groceries,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0006937,2026-01-08 16:06:27,usr_01140,18.49,INR,dev_001270,100.5.152.183,pmt_001299,addr_001237,addr_001237,groceries,1,completed,0,,NONE,BENIGN_ISOLATED
tx_0000492,2026-01-08 16:06:32,usr_00079,116.29,INR,dev_000083,100.0.104.105,pmt_000089,addr_000086,addr_000086,apparel,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0005315,2026-01-08 16:08:35,usr_00875,41.54,INR,dev_000970,100.4.74.99,pmt_000994,addr_000944,addr_000944,apparel,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0015088,2026-01-08 16:20:41,usr_02497,81.4,INR,dev_002760,100.12.78.151,pmt_002859,addr_002712,addr_002712,apparel,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0023484,2026-01-08 16:25:32,usr_03944,51.23,INR,dev_004341,100.18.247.106,pmt_004485,addr_004198,addr_004198,groceries,0,completed,0,,SHARED_IP_OFFICE,BENIGN_SHARED
tx_0014850,2026-01-08 16:25:56,usr_02457,52.67,INR,dev_002718,100.12.21.94,pmt_002813,addr_002671,addr_002672,groceries,1,completed,0,,NONE,BENIGN_ISOLATED
tx_0014669,2026-01-08 16:30:14,usr_02426,110.47,INR,dev_002686,100.11.238.55,pmt_002779,addr_002636,addr_002636,gift_cards,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0000066,2026-01-08 16:34:41,usr_00013,43.14,INR,dev_000014,100.0.18.19,pmt_000015,addr_000015,addr_000015,digital_goods,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0022572,2026-01-08 16:40:36,usr_03740,39.36,INR,dev_004128,100.18.85.194,pmt_004286,addr_004053,addr_004053,digital_goods,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0002093,2026-01-08 16:40:44,usr_00351,196.9,INR,dev_000384,100.1.181.188,pmt_000403,addr_000383,addr_000383,groceries,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0022617,2026-01-08 16:43:48,usr_03749,105.76,INR,dev_004137,100.18.97.206,pmt_004298,addr_004063,addr_004063,groceries,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0020692,2026-01-08 16:45:14,usr_03422,70.47,INR,dev_003774,100.16.201.48,pmt_003913,addr_003712,addr_003712,digital_goods,1,completed,0,,NONE,BENIGN_ISOLATED
tx_0014060,2026-01-08 16:46:02,usr_02323,33.95,INR,dev_002571,100.11.107.174,pmt_002665,addr_002522,addr_002522,apparel,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0021606,2026-01-08 16:47:40,usr_03584,47.38,INR,dev_003952,100.17.149.2,pmt_004102,addr_003885,addr_003885,groceries,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0002963,2026-01-08 16:53:01,usr_00493,90.95,INR,dev_000546,100.2.94.107,pmt_000555,addr_000535,addr_000535,groceries,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0017450,2026-01-08 16:56:16,usr_02901,22.74,INR,dev_003199,100.14.71.156,pmt_003318,addr_003149,addr_003149,groceries,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0013520,2026-01-08 17:02:00,usr_02233,18.13,INR,dev_002469,100.10.245.56,pmt_002559,addr_002421,addr_002421,apparel,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0011929,2026-01-08 17:06:48,usr_01966,27.62,INR,dev_002174,100.9.163.218,pmt_002246,addr_002131,addr_002131,apparel,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0006290,2026-01-08 17:07:02,usr_01034,58.14,INR,dev_001151,100.5.15.46,pmt_001179,addr_001116,addr_001116,electronics,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0017505,2026-01-08 17:21:16,usr_02910,18.03,INR,dev_003210,100.14.81.166,pmt_003327,addr_003158,addr_003158,groceries,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0000631,2026-01-08 17:23:32,usr_00098,17.04,INR,dev_000104,100.0.130.131,pmt_000109,addr_000108,addr_000108,electronics,1,completed,0,,NONE,BENIGN_ISOLATED
tx_0007628,2026-01-08 17:25:11,usr_01256,69.39,INR,dev_001402,100.6.51.88,pmt_001436,addr_001364,addr_001364,electronics,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0016361,2026-01-08 17:27:48,usr_02714,37.73,INR,dev_002999,100.13.98.177,pmt_003104,addr_002948,addr_002948,groceries,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0017961,2026-01-08 17:30:22,usr_02984,109.77,INR,dev_003291,100.14.175.10,pmt_003409,addr_003238,addr_003238,electronics,1,completed,0,,NONE,BENIGN_ISOLATED
tx_0005488,2026-01-08 17:33:00,usr_00907,58.04,INR,dev_001003,100.4.112.137,pmt_001030,addr_000976,addr_000976,electronics,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0019166,2026-01-08 17:39:18,usr_03180,59.7,INR,dev_003511,100.15.164.5,pmt_003636,addr_003453,addr_003453,groceries,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0005881,2026-01-08 17:42:37,usr_00968,26.74,INR,dev_001076,100.4.190.215,pmt_001100,addr_001045,addr_001045,apparel,1,completed,0,,NONE,BENIGN_ISOLATED
tx_0014678,2026-01-08 17:43:04,usr_02428,17.38,INR,dev_002689,100.11.240.57,pmt_002781,addr_002638,addr_002638,apparel,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0000006,2026-01-08 17:45:33,usr_00001,64.22,INR,dev_000001,100.0.1.2,pmt_000002,addr_000001,addr_000002,apparel,1,completed,0,,NONE,BENIGN_ISOLATED
tx_0003305,2026-01-08 17:46:12,usr_00547,43.64,INR,dev_000607,100.2.163.176,pmt_000615,addr_000593,addr_000593,electronics,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0004551,2026-01-08 18:01:58,usr_00753,123.44,INR,dev_000839,100.3.174.193,pmt_000850,addr_000813,addr_000813,apparel,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0024184,2026-01-08 18:04:06,usr_04108,9.05,INR,dev_004511,100.19.108.223,pmt_004640,addr_004318,addr_004318,digital_goods,0,completed,0,,SHARED_IP_OFFICE,BENIGN_SHARED
tx_0006735,2026-01-08 18:12:38,usr_01105,35.49,INR,dev_001233,100.5.110.141,pmt_001261,addr_001196,addr_001196,groceries,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0010531,2026-01-08 18:13:38,usr_01732,21.11,INR,dev_001923,100.8.132.181,pmt_001974,addr_001877,addr_001877,electronics,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0025312,2026-01-08 18:26:01,usr_04356,43.81,INR,dev_004768,100.20.60.181,pmt_004860,addr_004493,addr_004493,groceries,0,completed,0,,HOUSEHOLD,BENIGN_SHARED
tx_0008074,2026-01-08 18:27:57,usr_01329,26.03,INR,dev_001479,100.6.139.176,pmt_001517,addr_001441,addr_001441,digital_goods,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0006841,2026-01-08 18:35:29,usr_01123,47.0,INR,dev_001252,100.5.132.163,pmt_001282,addr_001216,addr_001216,electronics,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0024841,2026-01-08 18:35:35,usr_04247,29.28,INR,dev_004654,100.19.230.95,pmt_004755,addr_004413,addr_004413,electronics,1,completed,0,,HOUSEHOLD,BENIGN_SHARED
tx_0009496,2026-01-08 18:39:08,usr_01560,22.82,INR,dev_001731,100.7.171.214,pmt_001773,addr_001692,addr_001692,groceries,1,completed,0,,NONE,BENIGN_ISOLATED
tx_0011834,2026-01-08 18:44:51,usr_01950,168.62,INR,dev_002158,100.9.145.200,pmt_002223,addr_002114,addr_002114,electronics,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0020914,2026-01-08 18:50:26,usr_03460,61.1,INR,dev_003814,100.16.253.100,pmt_003959,addr_003755,addr_003755,electronics,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0003386,2026-01-08 18:54:02,usr_00561,32.59,INR,dev_000623,100.2.179.192,pmt_000632,addr_000609,addr_000609,groceries,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0022429,2026-01-08 18:55:21,usr_03721,46.28,INR,dev_004106,100.18.65.174,pmt_004267,addr_004033,addr_004034,groceries,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0003934,2026-01-08 18:56:41,usr_00652,28.96,INR,dev_000723,100.3.42.61,pmt_000733,addr_000708,addr_000708,electronics,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0000843,2026-01-08 19:03:14,usr_00131,40.18,INR,dev_000140,100.0.171.172,pmt_000145,addr_000144,addr_000144,groceries,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0022608,2026-01-08 19:08:14,usr_03747,44.82,INR,dev_004135,100.18.95.204,pmt_004295,addr_004061,addr_004061,groceries,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0025686,2026-01-08 19:12:51,usr_04426,36.65,INR,dev_004840,100.20.121.242,pmt_004922,addr_004539,addr_004539,groceries,0,completed,0,,HOUSEHOLD,BENIGN_SHARED
tx_0018073,2026-01-08 19:22:47,usr_03005,38.32,INR,dev_003312,100.14.202.37,pmt_003432,addr_003263,addr_003263,groceries,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0015016,2026-01-08 19:25:20,usr_02486,82.52,INR,dev_002749,100.12.63.136,pmt_002845,addr_002701,addr_002701,groceries,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0005461,2026-01-08 19:30:21,usr_00903,14.96,INR,dev_000999,100.4.108.133,pmt_001026,addr_000972,addr_000972,groceries,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0020120,2026-01-08 19:31:25,usr_03328,216.26,INR,dev_003669,100.16.90.187,pmt_003800,addr_003613,addr_003613,apparel,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0009388,2026-01-08 19:31:36,usr_01540,28.08,INR,dev_001705,100.7.147.190,pmt_001749,addr_001672,addr_001672,digital_goods,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0013293,2026-01-08 19:35:37,usr_02198,50.03,INR,dev_002430,100.10.202.13,pmt_002518,addr_002381,addr_002381,electronics,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0024973,2026-01-08 19:37:29,usr_04277,24.85,INR,dev_004686,100.19.254.119,pmt_004783,addr_004435,addr_004435,groceries,0,completed,0,,SHARED_IP_OFFICE,BENIGN_SHARED
tx_0021710,2026-01-08 19:46:45,usr_03600,83.62,INR,dev_003969,100.17.171.24,pmt_004121,addr_003902,addr_003902,digital_goods,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0010692,2026-01-08 19:52:32,usr_01756,22.84,INR,dev_001951,100.8.162.211,pmt_002002,addr_001903,addr_001903,apparel,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0004777,2026-01-08 19:57:04,usr_00793,58.51,INR,dev_000880,100.3.224.243,pmt_000894,addr_000857,addr_000858,electronics,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0023381,2026-01-08 20:04:22,usr_03919,53.65,INR,dev_004314,100.18.233.92,pmt_004463,addr_004180,addr_004180,digital_goods,1,completed,0,,SHARED_IP_OFFICE,BENIGN_SHARED
tx_0000521,2026-01-08 20:07:50,usr_00083,111.03,INR,dev_000088,100.0.110.111,pmt_000093,addr_000091,addr_000091,apparel,1,completed,0,,NONE,BENIGN_ISOLATED
tx_0016816,2026-01-08 20:11:12,usr_02794,33.19,INR,dev_003088,100.13.199.28,pmt_003194,addr_003035,addr_003035,apparel,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0016338,2026-01-08 20:13:50,usr_02711,34.28,INR,dev_002996,100.13.95.174,pmt_003100,addr_002945,addr_002945,digital_goods,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0020737,2026-01-08 20:14:12,usr_03431,15.68,INR,dev_003783,100.16.215.62,pmt_003923,addr_003723,addr_003723,digital_goods,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0013797,2026-01-08 20:30:59,usr_02277,64.84,INR,dev_002521,100.11.48.115,pmt_002609,addr_002471,addr_002471,groceries,1,completed,0,,NONE,BENIGN_ISOLATED
tx_0007759,2026-01-08 20:37:42,usr_01276,53.23,INR,dev_001422,100.6.73.110,pmt_001458,addr_001385,addr_001385,apparel,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0019180,2026-01-08 20:53:13,usr_03182,15.04,INR,dev_003513,100.15.168.9,pmt_003638,addr_003455,addr_003455,electronics,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0000779,2026-01-08 21:01:43,usr_00120,40.4,INR,dev_000129,100.0.159.160,pmt_000133,addr_000132,addr_000132,groceries,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0014823,2026-01-08 21:05:55,usr_02451,33.19,INR,dev_002712,100.12.14.87,pmt_002806,addr_002664,addr_002664,apparel,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0019914,2026-01-08 21:12:34,usr_03295,39.34,INR,dev_003635,100.16.50.147,pmt_003765,addr_003577,addr_003577,apparel,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0006014,2026-01-08 21:15:39,usr_00989,98.82,INR,dev_001099,100.4.215.240,pmt_001127,addr_001067,addr_001067,groceries,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0007779,2026-01-08 21:15:43,usr_01279,65.67,INR,dev_001425,100.6.78.115,pmt_001461,addr_001388,addr_001388,digital_goods,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0025953,2026-01-08 21:17:05,usr_04491,98.45,INR,dev_004908,100.20.159.30,pmt_004983,addr_004589,addr_004589,groceries,1,completed,0,,HOUSEHOLD,BENIGN_SHARED
tx_0003083,2026-01-08 21:28:55,usr_00513,156.03,INR,dev_000571,100.2.121.134,pmt_000577,addr_000556,addr_000557,digital_goods,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0019111,2026-01-08 21:29:45,usr_03171,57.58,INR,dev_003501,100.15.153.244,pmt_003626,addr_003444,addr_003444,electronics,1,completed,0,,NONE,BENIGN_ISOLATED
tx_0009339,2026-01-08 21:31:17,usr_01532,44.79,INR,dev_001697,100.7.135.178,pmt_001741,addr_001662,addr_001662,apparel,1,completed,0,,NONE,BENIGN_ISOLATED
tx_0022375,2026-01-08 21:41:27,usr_03714,81.87,INR,dev_004098,100.18.58.167,pmt_004259,addr_004026,addr_004026,apparel,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0005413,2026-01-08 21:45:40,usr_00896,75.57,INR,dev_000992,100.4.101.126,pmt_001018,addr_000965,addr_000965,apparel,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0018099,2026-01-08 21:47:07,usr_03009,47.25,INR,dev_003316,100.14.206.41,pmt_003437,addr_003267,addr_003267,groceries,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0002112,2026-01-08 21:50:26,usr_00353,161.05,INR,dev_000388,100.1.183.190,pmt_000406,addr_000385,addr_000385,apparel,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0010755,2026-01-08 21:56:21,usr_01765,31.57,INR,dev_001961,100.8.174.223,pmt_002012,addr_001913,addr_001913,electronics,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0010750,2026-01-08 22:07:05,usr_01764,74.23,INR,dev_001960,100.8.173.222,pmt_002011,addr_001912,addr_001912,groceries,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0025850,2026-01-08 22:24:24,usr_04469,47.26,INR,dev_004883,100.20.135.6,pmt_004962,addr_004576,addr_004576,electronics,0,refunded,0,,HOUSEHOLD,BENIGN_SHARED
tx_0009459,2026-01-08 22:35:34,usr_01554,52.06,INR,dev_001723,100.7.165.208,pmt_001766,addr_001686,addr_001686,groceries,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0006203,2026-01-08 22:38:14,usr_01018,29.47,INR,dev_001131,100.4.251.26,pmt_001161,addr_001098,addr_001099,electronics,1,completed,0,,NONE,BENIGN_ISOLATED
tx_0015296,2026-01-08 23:24:10,usr_02535,22.05,INR,dev_002801,100.12.126.199,pmt_002901,addr_002754,addr_002754,electronics,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0010340,2026-01-08 23:40:20,usr_01701,64.32,INR,dev_001889,100.8.96.145,pmt_001937,addr_001842,addr_001842,gift_cards,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0016688,2026-01-09 00:28:09,usr_02772,37.4,INR,dev_003063,100.13.170.249,pmt_003169,addr_003009,addr_003010,apparel,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0023066,2026-01-09 00:42:27,usr_03851,82.24,INR,dev_004242,100.18.190.49,pmt_004398,addr_004127,addr_004127,groceries,0,refunded,0,,HOUSEHOLD,BENIGN_SHARED
tx_0015279,2026-01-09 00:43:10,usr_02531,13.95,INR,dev_002797,100.12.122.195,pmt_002896,addr_002750,addr_002750,groceries,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0023557,2026-01-09 01:02:30,usr_03960,50.02,INR,dev_004358,100.18.254.113,pmt_004501,addr_004210,addr_004210,groceries,0,completed,0,,HOUSEHOLD,BENIGN_SHARED
tx_0026980,2026-01-09 01:11:25,usr_04840,44.57,INR,dev_005196,100.22.58.191,pmt_005255,addr_005862,addr_005920,gift_cards,1,completed,1,ring_mesh_039,BIPARTITE_MESH,ABUSE_RING
tx_0017228,2026-01-09 03:26:24,usr_02866,35.19,INR,dev_003162,100.14.29.114,pmt_003274,addr_003113,addr_003113,apparel,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0026943,2026-01-09 03:33:44,usr_04831,220.74,INR,dev_005195,100.22.57.190,pmt_005254,addr_005869,addr_005870,electronics,1,completed,1,ring_mesh_039,BIPARTITE_MESH,ABUSE_RING
tx_0026976,2026-01-09 03:37:57,usr_04839,326.03,INR,dev_005194,100.22.59.192,pmt_005257,addr_005862,addr_005916,electronics,1,charged_back,1,ring_mesh_039,BIPARTITE_MESH,ABUSE_RING
tx_0015234,2026-01-09 03:57:25,usr_02522,84.7,INR,dev_002786,100.12.110.183,pmt_002885,addr_002739,addr_002739,apparel,1,completed,0,,NONE,BENIGN_ISOLATED
tx_0026971,2026-01-09 04:26:29,usr_04838,181.8,INR,dev_005194,100.22.57.190,pmt_005254,addr_005909,addr_005910,gift_cards,1,charged_back,1,ring_mesh_039,BIPARTITE_MESH,ABUSE_RING
tx_0005093,2026-01-09 04:37:16,usr_00842,24.3,INR,dev_000933,100.4.30.55,pmt_000959,addr_000909,addr_000909,electronics,1,completed,0,,NONE,BENIGN_ISOLATED
tx_0000757,2026-01-09 05:31:27,usr_00116,11.74,INR,dev_000125,100.0.153.154,pmt_000129,addr_000127,addr_000128,electronics,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0019777,2026-01-09 06:05:05,usr_03275,15.54,INR,dev_003614,100.16.26.123,pmt_003745,addr_003554,addr_003554,apparel,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0026946,2026-01-09 06:11:06,usr_04832,280.29,INR,dev_005195,100.22.58.191,pmt_005254,addr_005862,addr_005874,electronics,1,completed,1,ring_mesh_039,BIPARTITE_MESH,ABUSE_RING
tx_0006738,2026-01-09 06:21:22,usr_01106,34.05,INR,dev_001234,100.5.112.143,pmt_001262,addr_001197,addr_001198,digital_goods,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0026944,2026-01-09 06:22:27,usr_04831,306.36,INR,dev_005194,100.22.58.191,pmt_005255,addr_005862,addr_005871,electronics,1,completed,1,ring_mesh_039,BIPARTITE_MESH,ABUSE_RING
tx_0026965,2026-01-09 06:48:35,usr_04836,51.46,INR,dev_005196,100.22.60.193,pmt_005257,addr_005862,addr_005902,gift_cards,1,charged_back,1,ring_mesh_039,BIPARTITE_MESH,ABUSE_RING
tx_0026942,2026-01-09 06:56:26,usr_04831,322.02,INR,dev_005194,100.22.57.190,pmt_005255,addr_005867,addr_005868,gift_cards,0,completed,1,ring_mesh_039,BIPARTITE_MESH,ABUSE_RING
tx_0002746,2026-01-09 07:06:17,usr_00456,41.67,INR,dev_000504,100.2.51.64,pmt_000518,addr_000494,addr_000494,electronics,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0005450,2026-01-09 07:08:23,usr_00902,21.15,INR,dev_000998,100.4.107.132,pmt_001025,addr_000971,addr_000971,apparel,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0011949,2026-01-09 07:21:32,usr_01969,80.38,INR,dev_002177,100.9.167.222,pmt_002249,addr_002134,addr_002135,electronics,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0009302,2026-01-09 07:36:21,usr_01525,22.02,INR,dev_001690,100.7.127.170,pmt_001733,addr_001655,addr_001655,groceries,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0000011,2026-01-09 07:38:45,usr_00002,46.67,INR,dev_000002,100.0.2.3,pmt_000003,addr_000003,addr_000003,groceries,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0023695,2026-01-09 08:03:39,usr_03991,34.66,INR,dev_004390,100.19.24.139,pmt_004529,addr_004234,addr_004234,electronics,1,completed,0,,HOUSEHOLD,BENIGN_SHARED
tx_0024951,2026-01-09 08:15:10,usr_04271,28.72,INR,dev_004680,100.19.251.116,pmt_004777,addr_004431,addr_004431,groceries,1,completed,0,,SHARED_IP_OFFICE,BENIGN_SHARED
tx_0014992,2026-01-09 08:21:54,usr_02481,38.25,INR,dev_002744,100.12.57.130,pmt_002840,addr_002696,addr_002696,apparel,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0002582,2026-01-09 08:44:13,usr_00432,79.28,INR,dev_000478,100.2.23.36,pmt_000492,addr_000469,addr_000469,gift_cards,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0010996,2026-01-09 08:51:12,usr_01804,21.56,INR,dev_002001,100.8.217.16,pmt_002058,addr_001957,addr_001957,apparel,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0013983,2026-01-09 09:11:28,usr_02308,35.8,INR,dev_002555,100.11.89.156,pmt_002645,addr_002505,addr_002505,apparel,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0004827,2026-01-09 09:40:41,usr_00799,17.75,INR,dev_000886,100.3.231.250,pmt_000901,addr_000864,addr_000864,electronics,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0018746,2026-01-09 09:41:44,usr_03115,39.75,INR,dev_003438,100.15.82.173,pmt_003560,addr_003379,addr_003379,groceries,1,completed,0,,NONE,BENIGN_ISOLATED
tx_0006411,2026-01-09 09:55:32,usr_01054,82.31,INR,dev_001173,100.5.41.72,pmt_001201,addr_001137,addr_001137,gift_cards,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0026958,2026-01-09 09:58:50,usr_04835,174.35,INR,dev_005196,100.22.60.193,pmt_005255,addr_005890,addr_005891,gift_cards,0,charged_back,1,ring_mesh_039,BIPARTITE_MESH,ABUSE_RING
tx_0007682,2026-01-09 09:59:20,usr_01264,30.68,INR,dev_001410,100.6.59.96,pmt_001444,addr_001372,addr_001372,apparel,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0016252,2026-01-09 09:59:21,usr_02696,17.6,INR,dev_002977,100.13.76.155,pmt_003085,addr_002929,addr_002929,digital_goods,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0022114,2026-01-09 10:00:54,usr_03666,17.43,INR,dev_004044,100.17.252.105,pmt_004202,addr_003974,addr_003974,groceries,0,completed,0,,NONE,BENIGN_ISOLATED
